Label,Description
4,"I Want My blinkx TV! Television Search Engine\\blinkx today announced the availability of blinkx TV, the first search engine that allows you to search TV across news, sports and entertainment programming. blinkx is the first search engine to make such TV programs fully searchable on demand. Because blinkx captures and ..."
4,"Inspectors find weak passwords, buffer overflows and mystery modems at the Department of Homeland Security."
4,The Associated Press By Michael Liedtke
4,"It's the time of year to reflect on the good security choices you've made over the year, the defense-in-depth strategy that you've decided to follow, and plan for your response to future threats and virus outbreaks."
4,"Now with centralized management of their more than 1000 Mac, PC and UNIX computers, scientists at the University of Maryland #146"
4,"Music fans have purchased and downloaded more than 200 million songs from the iTunes Music Store. The 200 millionth song, part of  #147"
4,"Armed with miniaturized medical devices, surgeons bring advanced care to soldiers in Iraq and Afghanistan just moments after they're hurt. By Randy Dotinga."
4,"Technology companies love talking up products that are just about to hit store shelves. And every year, it turns out a bunch of them are full of ... steam. Send us your nominees for Wired News' annual Vaporware Awards. By the Vaporware Team."
4,"Mobile phones can check e-mail, browse the web, keep your calendar and even let you make a telephone call. Is it any wonder that we're also turning them into sex toys? Commentary by Regina Lynn."
4,"The FTC's peer-to-peer workshop brings opposing sides together, and they agree something should be done, but it's that uncertain something that is causing trouble. Michael Grebb reports from Washington."
4,"Martin Scorsese's portrayal of aviator/billionaire/loony Howard Hughes is brilliant in places, but it fails to translate his fire and passion to the screen. By Jason Silverman."
4,"NASA should be able to meet all the requirements for resuming space shuttle flights next spring, an oversight panel said."
3,Pfizer Inc. on Friday said a government-sponsored cancer-prevention trial of its blockbuster arthritis drug Celebrex was halted after patients taking it had more than 
3,The proposed merger of Sprint Corp. and Nextel Communications Inc. could face a shaky start as the companies work to run and eventually merge two wireless technologies without losing a ton of money or customers.
3,HAVE YOU ever been stuck within earshot of a loudmouth with a cell phone on a BART train or Muni bus? Just imagine the annoyance of having to sit near a chronic caller on a five-hour flight from San Francisco to New York.
3,"The Dow Jones industrial average fell on Friday after Pfizer Inc. (PFE.N: Quote, Profile, Research) shares opened nearly 19 percent down on trial data for its popular arthritis drug Celebrex that showed increased risk of heart attack."
3,Rupert Murdoch has offered the highest price ever for a Manhattan residence to buy a penthouse once owned by the Rockefeller family.
3,"DECEMBER 17, 2004 -- United Airlines #39"
3,Fuel cell maker Ballard Power Systems Inc. on Friday said exercised its right to call a \$55 million Canadian investment from DaimlerChrysler AG and Ford Motor Co.
3,The holiday leaves us a short trading week as a present. Let's unwrap it to see what's in store for us.
4,"Apple announced yesterday that over 200 million songs have been sold via the iTunes online music store. According to Eddie Cue, Apples VP of Applications, the amount of sales/downloads from iTunes has vastly accelerated since its launch in April 2003."
4,"CHICAGO - Illinois Gov. Rod Blagojevich yesterday proposed the state ban the sale and rental of violent and sexually explicit video games for children under 18, a restriction that has failed so far elsewhere in the country."
4,Through its Windows  #39
4,CAPE CANAVERAL -- An Atlas 5 rocket blasted off from Cape Canaveral just after dawn Friday carrying a broadcast communications satellite designed to provide subscribers with direct-to-home video and broadband services.
4,"The Motion Picture Association of America this week started an aggressive legal campaign against the eDonkey, BitTorrent, and DirectConnect file swapping services, filing suit against individuals operating servers for the peer-to-peer file swapping "
4,"MP3 players could become even more popular in Canada thanks to newer, lower price tags made possible by a recent court ruling. The drop in price could be possible after the Federal Court of Appeal #39"
1,&lt
2,"(New York -WABC, December 17, 2004) - The New York Yankees already are close to completing deals with starting pitchers Carl Pavano and Jaret Wright."
2,"Miami of Ohio football coach Terry Hoeppner will be named the next football coach at Indiana University, sources confirmed early today."
1,"GENEVA - The United Nations has found another listening device planted in its offices, this one in the world body #39"
1,"The Tnaiste, Mary Harney, has said she has no reason to believe that a miscarriage of justice was involved in the case of the three Irishmen in Colombia given lengthy jail sentences for training left wing guerrillas."
3, NEW YORK (Reuters) - A government-sponsored trial of Pfizer  Inc.'s &lt
3, LONDON (Reuters) - Oil prices rose sharply on Friday as  worries a cold spell in the United States could erode already  depleted winter fuel inventories spurred the market higher.
3," MOSCOW (Reuters) - Russia said on Friday it would go ahead  and sell Yuganskneftegaz, the main oil production unit of  YUKOS, despite a U.S. bankruptcy court order seeking to block  Sunday's auction for 10 days."
4,"'Tis the season for mergers, as technology firms go on a buying binge this holiday season that is starting to rival the great M A spree of the 1990s. &lt"
4,"NetSuite has unveiled the availability of multicurrency credit card processing for its e-commerce customers. The new feature was made possible by integration, announced this week, between NetSuite and WorldPay, which is part of The Royal Bank of Scotland Group. NetSuite's e-commerce capability enables companies to transact business on the Web while automatically linking into internal customer relationship management, financial, and warehouse systems. With the new multicurrency credit card processing feature, NetSuite e-commerce customers can now accept credit card payments in 120 currencies and receive settlement in 14 currencies. More information about NetSuite e-commerce is available at www.netsuite.com/netcommerce1.\\"
3,"German business sentiment improved unexpectedly in December after slumping sharply in November over concerns about high oil prices and worries that the strengthening euro could damage exports, a closely watched survey showed Friday."
4,"Science judged that the runner-up to the discovery of water on Mars was the finding of another species of dwarf human which lived on the remote Indonesian island of Flores as little as 13,000 years ago."
