"Label;Description";;;;;;;;;
"3,""3Com Posts Wider-Than-Expected Loss"","" CHICAGO (Reuters) - 3Com Corp. &lt";;;;;;;;;
"3,""FASB Orders Options Counted as Expenses"",""Accounting standards setters Thursday issued a plan requiring companies to treat stock options as expenses, while lobbyists vowed to derail the initiative.""";;;;;;;;;
"3,""Radio One Considers Return to D.C."",""Radio One Inc.'s chief executive said Thursday he is lobbying District officials to support a plan to move his company's headquarters from Maryland to the District.""";;;;;;;;;
"3,""US Airways, Flight Attendants Closer to Deal"","" The lead negotiators for US Airways flight attendants reached a tentative agreement on a new contract that will save the carrier about \$94 million a year, officials from both sides said yesterday.""";;;;;;;;;
"3,""New Rule May Help Business-Lobby PACs"","" A  rule change  proposed by the Federal Election Commission yesterday could substantially enhance the clout of the nation's business lobbies, campaign-finance lawyers said.""";;;;;;;;;
"3,""Housing Starts Took Plunge in November"","" The number of housing units on which builders began work plunged 13.1 percent in November from the previous month, the biggest monthly drop in nearly 11 years, according to the Commerce Department.""";;;;;;;;;
"3,""Merger Activity Hits Record High"",""Johnson   Johnson's \$25.4 billion takeover of Guidant Corp. and the \$35 billion union of Sprint Corp. and Nextel Communications Inc. are leading the busiest quarter for mergers in more than four years. &lt";;;;;;;;;
"2,""NBA Wrap: Hamilton Guides Pistons to Win Over Cavs (Reuters)"",""Reuters - Richard Hamilton posted 21 points to\propel the Detroit Pistons to an 81-69 triumph over the\Cleveland Cavaliers at Auburn Hills, Michigan Thursday.""";;;;;;;;;
"2,""NBA Wrap: Hamilton Guides Pistons to Win Over Cavs"","" NEW YORK (Reuters) - Richard Hamilton posted 21 points to  propel the Detroit Pistons to an 81-69 triumph over the  Cleveland Cavaliers at Auburn Hills, Michigan Thursday.""";;;;;;;;;
"2,""Yankees Nearing Deal to Acquire Johnson"",""Two agents said that the Yankees were on the verge of acquiring Randy Johnson from the Arizona Diamondbacks.""";;;;;;;;;
"2,""The Collapse of Kobe"",""Kobe Bryant, the Los Angeles Lakers' star guard, got everything he wanted. Isn't that what everyone said last summer?""";;;;;;;;;
"2,""Martnez's Value Goes Beyond Mound"",""The Mets are hoping to use Pedro Martnez as a tool for expanding their appeal in the Caribbean and South America.""";;;;;;;;;
"2,""Notebook: Burress, Kriewaldt ruled out for Sunday"",""Steelers receiver Plaxico Burress (hamstring) and linebacker Clint Kriewaldt (hamstring) have been downgraded from questionable to out for Saturday #39";;;;;;;;;
"1,""Powell Says UN Is Doing Enough for Iraq Elections (Reuters)"",""Reuters - Secretary of State Colin Powell said\on Thursday that U.N. plans to help with the upcoming election\in Iraq appeared to be on track, despite months of pressure for\the world body to increase its staff.""";;;;;;;;;
"1,""U.N. Says Bugging Device Found at Its Geneva HQ (Reuters)"",""Reuters - The United Nations said on Thursday a\secret listening device had been found in a posh meeting room\of its European headquarters in Geneva.""";;;;;;;;;
"1,""Teamster Death Probe Sought in El Salvador (AP)"",""AP - International union and activist groups published an ad Thursday in a Salvadoran newspaper calling for an independent investigation into the death of a U.S. union leader who was shot in the back while working here.""";;;;;;;;;
"1,""Shark That Killed Australian Teen Hunted (AP)"",""AP - Authorities said Friday they would kill the shark that tore apart a young surfer near a popular south Australian beach as his friends reportedly tried to save him by beating the animal with oars.""";;;;;;;;;
"1,""Bhutan forbids all tobacco sales"",""A ban on the sale of all tobacco products comes into force in the remote Himalayan kingdom of Bhutan.""";;;;;;;;;
"3,""Big Pharma #39";;;;;;;;;
"4,""Latest worm attack prompts call for increased antivirus vigilance"",""Online security experts urge computer users to update their systems #39";;;;;;;;;
"2,""NBA Wrap: Hamilton Guides Pistons to Win Over Cavs"",""Richard Hamilton posted 21 points to propel the Detroit Pistons to an 81-69 triumph over the Cleveland Cavaliers at Auburn Hills, Michigan Thursday.""";;;;;;;;;
"2,""Rice finally stops Lamar"",""It takes an audacious arrogance to persevere through the kind of shooting slump Rice senior guard Brock Gillespie endured in the first half Thursday night against Lamar.""";;;;;;;;;
"1,"" quot";;;;;;;;;
"1,""Guard Reports Serious Drop in Enlistment"",""The Army National Guard has failed for two months to meet its recruiting quotas, falling about 30 percent below its overall target.""";;;;;;;;;
"1,""Colombia Won't Extradite Top Warlord"",""President Alvaro Uribe pledged Thursday not to extradite the country's top right-wing paramilitary leader to the United States to face drug trafficking charges provided he ceases all illegal activities and stays in peace talks.""";;;;;;;;;
"3,""Nikkei Surges to Highest Close in 4 Weeks"","" TOKYO (Reuters) - Japan's Nikkei average surged to its  highest close in four weeks on Friday as hopes for a seasonal  year-end rally and the imminent inclusion of oil and gas  developer INPEX Corp. into the TOPIX index spurred buying in a  wide range of stocks.""";;;;;;;;;
"3,""Houston court rules on suspending sale of Yukos subsidiary"",""Russia #39";;;;;;;;;
"3,""Cell phones in the air: Convenience or curse?"",""Just when air travel seems to have become our national gripe, along comes a possibility to make us appreciate flight as we now know it: A cabin full of people talking, loudly and simultaneously, on their cell phones.""";;;;;;;;;
"3,""SEC Orders Fannie Mae to Restate"",""Securities and Exchange Commission chief accountant Donald Nicolaisen has requested that the Federal National Mortgage Association (Fannie Mae) restate its financials from 2001 through mid-2004 to eliminate the use of hedge accounting.""";;;;;;;;;
"3,""eBay buys Rent.com for \$415 million"",""eBay announced late Thursday that it had acquired the apartment rental service Rent.com for \$415 million, the latest move in its expansion beyond Internet auctions.""";;;;;;;;;
"2,""Carey #39";;;;;;;;;
"2,""For These Quarterbacks, The Smaller the Better"",""The starting quarterbacks in tonight #39";;;;;;;;;
"2,""Mary Hardin-Baylor, continuing rapid rise, poised to win first &lt";;;;;;;;;
"1,""Saddam has first meeting with his lawyer"",""Preparations to put Saddam Hussein on trial intensified on Thursday with a first meeting between the ousted Iraqi president and a member of the defence team appointed by his family.""";;;;;;;;;
"1,""EU Expects Turkey to Initial Deal on Cyprus Friday"","" BRUSSELS (Reuters) - The European Union expects Turkey to  initial an accord Friday giving Cyprus de facto recognition and  sign it before Ankara opens EU membership talks on Oct. 3,  2005, a draft summit statement said Friday.""";;;;;;;;;
"1,""Euthanasia seeker dies in India"",""A terminally-ill Indian chess champion who has been the focus of a euthanasia debate, dies in hospital.""";;;;;;;;;
"1,""Irish trio 'have fled Colombia'"",""Three Irishmen convicted of training rebels in Colombia have fled the country, its attorney general tells Reuters.""";;;;;;;;;
"3,""Agreement offers flexibility and cash to bankrupt airline"",""SAN FRANCISCO (CBS.MW) -- ATA Holdings, the bankrupt parent of ATA Airlines, took a key step Thursday toward salvaging more of its struggling operations.""";;;;;;;;;
"2,""No. 6 Stanford Advances To NCAA Championship With 3-1 Win Over &lt";;;;;;;;;
"1,""7 North Koreans take refugee at Japanese Embassy in North Korea"",""BEIJING -- Seven men and women, apparently North Korean defectors, sought refugee at a Japanese school early Friday morning. Japanese diplomats in Beijing said that they were two men, four women and a girl.""";;;;;;;;;
"3,""Property Fund Says to Hold YUKOS Auction (Reuters)"",""Reuters - Russia's Federal Property Fund said on\Friday it intended to go ahead with an auction of oil major\YUKOS' main unit Yuganskneftegaz despite a U.S. court decision\to freeze the state-imposed sale.""";;;;;;;;;
"3,""Property Fund Says to Hold YUKOS Auction"","" MOSCOW (Reuters) - Russia's Federal Property Fund said on  Friday it intended to go ahead with an auction of oil major  YUKOS' main unit Yuganskneftegaz despite a U.S. court decision  to freeze the state-imposed sale.""";;;;;;;;;
"3,""EBay to Buy Rent.com for \$415 Mln in Cash and Stock (Update2)"",""EBay Inc., the world #39";;;;;;;;;
"4,""Microsoft Software to Remove Spyware (AP)"",""AP - Microsoft Corp. disclosed plans Thursday to offer frustrated users of its Windows software new tools within 30 days to remove spyware programs secretly running on computers. But it might cost extra in coming months.""";;;;;;;;;
"2,""AN AMAZIN #39";;;;;;;;;
"2,""UNIT ABOUT TO LAND IN BRONX"",""If LA #39";;;;;;;;;
"2,""Controversy continues to follow Bryant"",""Seldom has someone insisted on privacy more while behaving in ways that guaranteed him less. There are places we #39";;;;;;;;;
"2,""Lakers 115, Kings 99"",""When the Lakers were dismantled last summer, the Sacramento Kings thought their biggest rivalry was finished. Turns out Kobe Bryant and his new teammates are ready to start it up again.""";;;;;;;;;
"4,""Apple's IPod in Short Supply at Holidays (AP)"",""AP - Retailers expected Apple Computer Inc.'s iPod music player to be a hot item this holiday season but are still struggling to keep up with demand.""";;;;;;;;;
"4,""Computer Users Sued for Swapping Music (AP)"",""AP - Recording companies filed copyright infringement lawsuits against 754 computer users Thursday, the latest round of legal action in the industry's effort to squelch unauthorized swapping of music online.""";;;;;;;;;
"4,""Ill. Gov. Seeks Ban on Violent Video Games (AP)"",""AP - Gov. Rod Blagojevich is proposing to make it a misdemeanor for businesses to sell violent and sexually explicit video games to minors, a step that other states have tried with little success.""";;;;;;;;;
"4,""Alabama Troopers Issue Electronic Tickets (AP)"",""AP - Alabama state troopers are getting on the information highway. Fifty state trooper cars are already equipped with laptop computers, scanners and printers that allow them to issue traffic tickets electronically, and the goal is to have the equipment in all 325 patrol cars within two years, state Public Safety Director Mike Coppage said Thursday.""";;;;;;;;;
"4,""After Merger, Gradual Changes (washingtonpost.com)"",""washingtonpost.com - Cell phone shoppers looking for new deals and features didn't find them yesterday, a day after Sprint Corp. and Nextel Communications Inc. announced a merger that the phone companies promised would shake up the wireless business.""";;;;;;;;;
"4,""Adobe Profit Up, Shares Fall on Outlook (Reuters)"",""Reuters - Software maker Adobe Systems\Inc. on Thursday posted a quarterly profit that rose\more than one-third from a year ago, but shares fell 3 percent\after the maker of Photoshop and Acrobat software did not raise\forecasts for fiscal 2005.""";;;;;;;;;
"4,""Cassini Craft Spies Saturn Moon Dione (AP)"",""AP - The Cassini spacecraft's close flyby of Saturn's mysterious moon Titan this week revealed clouds that will give clues to its weather, but the pass left scientists still puzzled about its surface.""";;;;;;;;;
